customer_id,first_name,last_name,age,annual_income,spending_score
122,Michael,Moore,40,47082.5,27
123,Lisa,Hernandez,32,36299.56,86
124,Dorothy,Martin,48,44647.41,86
125,Mary,Jones,26,24132.59,17
126,Jennifer,Jackson,60,107650.09,98
127,Dorothy,Perez,42,72181.63,96
128,Dorothy,Jackson,42,92998.2,70
129,Nancy,Thomas,66,102804.49,54
130,Sandra,White,38,146422.99,97
131,David,Brown,26,28874.56,8
132,Dorothy,Anderson,65,74329.3,53
133,Matthew,Harris,55,51966.73,5
134,Steven,Wright,39,81972.55,69
135,James,Wilson,60,139661.4,47
136,Anthony,Jackson,40,114117.95,74
137,Richard,Scott,66,106053.45,40
138,John,Miller,21,77361.96,7
139,Jennifer,Robinson,46,107244.62,12
140,Linda,Jackson,32,24208.8,94
141,Anthony,Harris,18,96211.03,25
142,William,Thomas,47,91990.95,28
143,Steven,Davis,46,65063.26,43
144,Margaret,Moore,37,46196.84,77
145,Joseph,Ramirez,50,124982.22,47
146,Ashley,Thomas,58,27002.07,49
147,Ashley,Jackson,61,29057.47,86
148,Margaret,Taylor,53,77267.83,54
149,Susan,Gonzalez,39,52832.09,18
150,Mary,Miller,30,116908.81,27
151,John,Clark,24,102444.71,72
152,Thomas,Martinez,25,120429.52,6
153,Mary,King,45,62208.26,75
154,Mary,Scott,62,116267.46,93
155,Dorothy,Harris,60,132099.42,69
156,Daniel,Garcia,26,64885.68,71
157,Ashley,White,42,64186.46,22
158,Steven,Moore,33,136993.68,59
159,James,Thompson,27,26472.73,47
160,Charles,Garcia,28,65524.62,68
161,Mary,Lewis,48,35427.42,32
162,Betty,Harris,29,23767.48,83
163,Ashley,Taylor,48,34673.02,97
164,Jennifer,White,31,76061.95,1
165,Ashley,Hernandez,68,109304.29,54
166,Patricia,Sanchez,61,57606.72,46
167,David,King,49,130457.79,41
168,Thomas,Ramirez,67,76890.03,41
169,Margaret,Williams,34,145869.65,8
170,Robert,Hernandez,52,144040.24,32
171,Kimberly,Wilson,18,120525.91,30
172,Jennifer,Sanchez,46,141212.71,46
173,Lisa,Lee,68,111922.49,92
174,David,Robinson,21,136425.81,52
175,Sarah,Davis,40,50741.58,96
176,Steven,Martin,45,64904.63,89
177,William,Young,33,117880.91,98
178,Jennifer,Perez,29,75192.96,61
179,Sarah,Miller,38,128852.57,97
180,Mark,Rodriguez,62,134093.05,13
181,John,Smith,34,58964.83,89
182,Nancy,Lewis,57,127048.61,40
183,Emily,Davis,30,40054.36,61
184,Charles,Brown,69,63445.57,44
185,Betty,Wright,49,87335.44,62
186,John,Williams,54,49437.69,44
187,Charles,Miller,67,95304.82,48
188,Nancy,Clark,32,95230.36,74
189,Ashley,Smith,29,46897.38,59
190,Michael,Clark,66,123433.37,57
191,Steven,Thomas,32,102113.78,95
192,Karen,Miller,51,61308.87,11
193,James,Thompson,23,50184.02,25
194,David,Hernandez,34,134237.52,61
195,Dorothy,Allen,65,128646.49,46
196,Matthew,Scott,66,49868.89,54
197,Daniel,Taylor,37,24628.68,34
198,Donald,Wright,26,124589.24,84
199,Sandra,Jones,22,100016.11,7
200,Paul,Young,40,33114.66,97
201,Michael,Williams,50,96356.57,62
202,Sarah,Wright,55,78783.75,57
203,Betty,Wilson,31,120691.54,99
204,Mary,Walker,34,47181.03,93
205,James,Walker,36,78910.38,76
206,Susan,Taylor,50,40311.73,5
207,Robert,White,18,144478.54,76
208,Ashley,Thompson,30,121235.96,93
209,William,Moore,63,115773.92,35
210,Paul,Wilson,44,109726.87,84
211,Charles,Anderson,23,75033.74,37
212,Sarah,Anderson,23,140026.71,60
213,John,Garcia,50,29479.21,65
214,Nancy,Clark,47,124423.68,16
215,Margaret,Anderson,63,47980.26,30
216,Steven,Scott,52,62123.63,73
217,Margaret,Davis,40,87525.86,42
218,David,Anderson,27,121745.15,61
219,Linda,Williams,68,129009.54,74
220,Emily,Gonzalez,36,95885.19,77
221,Nancy,King,68,72394.61,48
222,Paul,White,45,143045.31,62
223,Matthew,Young,40,52047.77,84
224,Paul,Young,21,124402.29,93
225,Matthew,Robinson,37,99566.45,64
226,Mark,Gonzalez,36,68996.35,57
227,Karen,Smith,59,20177.84,68
228,Karen,King,44,78057.91,46
229,Mary,Anderson,51,55973.6,28
230,Paul,Wilson,21,33565.06,77
231,Sarah,Lewis,55,29770.61,3
232,Emily,King,24,65182.58,37
233,Steven,Moore,65,99918.46,48
234,Patricia,Miller,24,128877.51,19
235,Steven,Lewis,67,43863.22,92
236,Jessica,Walker,69,75203.72,83
237,Christopher,Harris,43,70954.3,17
238,Nancy,Wilson,43,86741.22,82
239,Linda,Davis,36,125246.35,82
240,Michael,Clark,26,91973.88,87
241,John,Johnson,37,130065.14,40
242,Thomas,Taylor,59,87411.73,50
243,Steven,Wilson,62,98500.16,73
244,Susan,Harris,67,76859.82,29
245,Lisa,Robinson,33,127002.43,51
246,Lisa,Lewis,34,140097.54,42
247,Sandra,Martin,39,103088.82,29
248,Linda,Lee,30,126701.72,66
249,Anthony,Perez,29,27670.43,17
250,Anthony,Wright,27,137794.53,31
251,Kimberly,Thomas,18,44560.26,92
252,Christopher,Taylor,49,53347.66,52
253,Sandra,Thomas,47,26932.91,39
254,Steven,Johnson,25,145502.02,60
255,Dorothy,Brown,38,130761.41,94
256,Steven,Lee,39,138714.0,99
257,Robert,King,35,130138.1,51
258,Charles,Robinson,19,82338.97,84
259,Patricia,Garcia,65,140130.65,16
260,Paul,Taylor,61,146031.47,98
261,Thomas,Harris,26,85333.71,14
262,Dorothy,Jones,20,42831.22,90
263,Sandra,Jones,43,105620.93,84
264,Mark,Martin,38,146806.98,42
265,Jennifer,Thomas,47,133379.09,51
266,Paul,Rodriguez,45,132035.97,24
267,Margaret,Jones,53,141396.34,82
268,Mark,Johnson,43,136213.79,43
269,Donald,Rodriguez,51,120916.62,73
270,Paul,Scott,25,113375.47,19
271,Steven,Perez,27,54419.73,84
272,Christopher,Perez,65,100774.2,61
273,Ashley,Perez,60,87793.52,94
274,Daniel,King,67,132052.73,63
275,Steven,Lewis,31,83922.63,26
276,John,Allen,57,36606.56,95
277,Karen,Moore,32,20646.42,35
278,Matthew,Miller,34,108123.51,67
279,Donald,Smith,35,91488.09,56
280,John,Allen,49,63025.18,40
281,Margaret,Smith,55,41966.38,29
282,Ashley,White,40,80672.99,6
283,Lisa,Brown,63,33037.24,52
284,Daniel,Brown,40,63694.1,1
285,Mary,Moore,52,69297.55,52
286,Anthony,Clark,56,80530.43,24
287,Mary,Young,32,80660.7,34
288,Betty,Allen,41,53410.73,7
289,Thomas,Ramirez,45,130527.43,75
290,Steven,Scott,33,66220.66,11
291,William,Garcia,33,49846.35,36
292,Mark,Thomas,57,42855.28,20
293,Betty,King,56,61935.19,63
294,Paul,Thompson,23,28781.87,80
295,Matthew,White,19,24277.98,63
296,Margaret,Gonzalez,30,98668.49,69
297,Richard,Moore,61,100489.13,88
298,Michael,Gonzalez,64,88846.47,30
299,Emily,Taylor,26,119097.08,30
300,Nancy,Anderson,51,25089.57,97
301,James,Moore,34,141676.5,84
302,Linda,Thompson,44,32358.47,22
303,Sarah,Robinson,46,107622.99,61
304,Jessica,King,54,37341.56,21
305,Susan,Brown,60,134387.71,37
306,Daniel,Williams,39,86392.73,27
307,Joseph,Miller,68,30698.16,35
308,Dorothy,Moore,41,100174.13,38
309,Kimberly,Miller,24,21184.29,60
310,Mary,Garcia,51,120882.88,70
311,Ashley,Perez,65,104576.05,32
312,Daniel,Smith,29,47641.22,80
313,Lisa,Brown,40,68717.62,92
314,Matthew,Lewis,32,21014.87,80
315,Lisa,Lee,50,110178.9,27
316,Lisa,Sanchez,30,61946.86,3
317,Jennifer,Wilson,40,94306.56,49
318,Joseph,Rodriguez,55,144374.59,85
319,Steven,Lopez,49,58930.67,30
320,Linda,Garcia,62,148730.92,22
321,Robert,Martin,67,102254.69,19
322,Patricia,White,52,51471.53,31
323,Jennifer,Clark,18,76781.12,20
324,Ashley,Davis,64,116258.91,19
325,Sandra,Smith,62,78042.13,2
326,Paul,White,22,28905.98,40
327,Sarah,Miller,30,41918.48,39
328,Richard,Jackson,22,122868.71,91
329,Sandra,Perez,49,104288.5,72
330,Charles,Wright,68,94077.31,54
331,Thomas,Robinson,38,41790.86,27
332,Charles,Lewis,41,128908.47,79
333,Dorothy,Perez,35,144896.21,12
334,Betty,Hernandez,38,25315.32,78
335,Betty,Martin,27,30144.14,71
336,Daniel,Lewis,41,135014.19,17
337,William,King,57,126021.79,90
338,Susan,Smith,64,100331.48,84
339,James,Walker,38,142845.48,10
340,James,Robinson,42,104035.98,19
341,Kimberly,Moore,69,48078.09,82
342,Ashley,Taylor,40,114723.5,30
343,Matthew,Wilson,39,103942.34,30
344,James,Thompson,21,148146.81,25
345,Sarah,Harris,51,47806.45,88
346,Robert,Anderson,23,97725.04,74
347,Lisa,Perez,45,121421.78,66
348,Mark,Williams,48,64067.8,96
349,John,Jackson,52,69358.35,35
350,Susan,King,56,135427.24,51
351,Betty,Wright,59,72545.33,71
352,Sarah,Smith,40,101215.27,71
353,Lisa,Lee,23,135600.96,27
354,Mark,Lewis,33,47277.46,10
355,Jessica,Garcia,19,147644.05,97
356,Dorothy,Smith,41,111253.96,43
357,Robert,Smith,34,84495.82,55
358,Sandra,Clark,62,76019.67,71
359,Robert,Lee,18,144067.4,6
360,Susan,Thomas,23,46744.23,6
361,Sarah,Sanchez,22,60518.82,77
362,Betty,Thomas,62,60013.06,48
363,Betty,Ramirez,67,57570.82,77
364,Christopher,Smith,46,80909.95,2
365,Emily,Scott,29,148593.3,83
366,Steven,Martinez,56,135542.28,51
367,Sandra,Taylor,64,62633.44,61
368,Daniel,Thompson,20,74973.12,19
369,Elizabeth,Miller,65,107032.5,2
370,Robert,Miller,18,22229.72,51
371,Emily,Anderson,44,126619.98,26
372,Kimberly,King,65,134373.75,70
373,Donald,Brown,41,131436.04,20
374,Elizabeth,Wilson,61,68757.07,23
375,Charles,Wilson,36,80059.94,54
376,Ashley,Thomas,25,21610.48,15
377,James,Miller,61,71921.4,6
378,Robert,Young,64,79855.49,92
379,Patricia,Jackson,19,137906.66,35
380,Sarah,Johnson,47,136218.4,75
381,Margaret,Martinez,47,145592.62,8
382,Sarah,Taylor,66,135063.65,57
383,Mary,Lopez,56,21066.09,50
384,Dorothy,Garcia,62,103389.91,49
385,Ashley,Perez,49,28870.9,88
386,Anthony,Young,18,55437.26,21
387,Nancy,Martin,55,95179.99,36
388,Margaret,Smith,30,111079.8,71
389,Susan,Garcia,28,105102.16,69
390,Paul,Jackson,27,26377.59,58
391,Steven,Moore,65,33468.5,63
392,Steven,Garcia,43,36716.29,93
393,Susan,Allen,37,31883.87,16
394,John,Thompson,34,43170.48,6
395,James,Thompson,34,109503.41,78
396,Steven,Sanchez,21,128008.84,52
397,Elizabeth,Gonzalez,22,73145.81,2
398,Mark,Miller,40,110061.6,89
399,Richard,Anderson,63,46002.11,95
400,Susan,Clark,69,146526.42,77
401,Donald,Sanchez,27,65499.68,18
402,Mary,Allen,63,129962.7,81
403,Paul,Anderson,45,142897.63,92
404,Daniel,Scott,50,132412.82,76
405,Thomas,Clark,60,28718.79,35
406,Betty,Jones,43,104539.93,86
407,Linda,Johnson,67,35611.79,39
408,Mark,Allen,65,20736.19,1
409,Betty,Thomas,46,26731.85,37
410,Elizabeth,Thompson,44,139099.4,21
411,Betty,Thomas,35,138100.26,1
412,Kimberly,Wilson,57,49357.17,4
413,Michael,Lewis,27,91117.96,96
414,Patricia,Sanchez,59,144153.67,58
415,David,Wright,22,84571.8,1
416,Mark,Anderson,27,71165.12,13
417,Emily,Williams,67,82822.33,46
418,Matthew,Thompson,38,122728.05,47
419,Christopher,Lewis,41,82046.09,81
420,Emily,King,55,121826.1,76
421,Elizabeth,Allen,20,76120.67,7
422,William,Thompson,57,52760.74,51
423,Margaret,Miller,48,62441.45,3
424,Paul,Williams,58,30117.05,50
425,Paul,Young,54,84659.55,26
426,Emily,Walker,19,39254.42,31
427,Karen,Moore,19,125501.11,62
428,Ashley,Miller,56,74676.77,26
429,Margaret,Smith,66,119450.3,67
430,Daniel,Wilson,59,144079.86,55
431,Ashley,Young,61,130432.13,28
432,Susan,Garcia,51,143690.28,44
433,Richard,Martinez,59,93831.75,81
434,Daniel,Miller,37,41492.18,38
435,Matthew,Sanchez,50,141601.47,30
436,Paul,King,21,132905.57,66
437,Sandra,Robinson,62,132373.69,8
438,Thomas,Scott,61,110125.68,14
439,Nancy,Lee,28,101239.11,99
440,Matthew,Taylor,59,21914.11,62
441,Lisa,Allen,64,117247.03,75
442,Richard,Martinez,22,31899.57,63
443,Charles,Lopez,42,53767.62,79
444,Emily,Thomas,66,91693.74,66
445,Susan,Young,54,78725.24,96
446,Charles,Anderson,51,22050.67,40
447,Susan,Clark,26,127118.06,13
448,William,Ramirez,23,134244.12,17
449,Michael,Taylor,35,108643.48,15
450,Dorothy,Johnson,31,90338.82,33
451,Jessica,Scott,36,144895.92,16
452,Donald,Miller,31,35594.31,13
453,Charles,Gonzalez,57,115928.31,86
454,Sarah,Anderson,34,36686.88,23
455,Robert,Harris,52,69639.82,36
456,Paul,Thompson,46,96112.99,43
457,Susan,Perez,59,115821.4,50
458,Matthew,Sanchez,34,20483.09,74
459,Christopher,Allen,60,53877.73,81
460,Emily,Hernandez,25,89966.05,94
461,Daniel,Martinez,18,89273.58,13
462,Sarah,Harris,62,102891.44,30
463,Jessica,White,53,59500.97,57
464,Donald,Allen,24,90268.8,30
465,Robert,Taylor,63,44672.28,71
466,Paul,White,22,44293.39,10
467,Daniel,Johnson,41,94953.32,99
468,Mark,Young,45,109111.44,66
469,David,White,60,35652.0,94
470,Karen,Rodriguez,34,35962.69,83
471,Susan,Brown,54,93489.35,39
472,William,Taylor,37,55112.45,37
473,Elizabeth,Taylor,20,71011.88,3
474,Thomas,Robinson,54,72097.3,89
475,Michael,Hernandez,43,43211.87,34
476,Richard,Lee,32,20170.9,86
477,William,Lee,68,130909.74,38
478,Anthony,Moore,65,112950.26,14
479,Mary,Lewis,25,109770.01,64
480,Robert,White,30,91045.67,39
481,Mark,Martinez,65,111126.06,54
482,Charles,Taylor,20,141639.49,2
483,Linda,Moore,18,106537.59,96
484,James,Martin,26,54461.88,43
485,Lisa,Moore,48,94172.81,53
486,Thomas,Taylor,58,77502.17,3
487,Michael,Rodriguez,43,92334.49,41
488,Matthew,Wilson,34,87289.36,8
489,Patricia,Lewis,51,131640.79,90
490,Emily,Walker,26,104734.01,96
491,Jennifer,Brown,68,44538.6,75
492,Donald,Moore,30,28192.18,63
493,Charles,Martin,22,75167.29,65
494,Anthony,Rodriguez,58,22029.38,79
495,Elizabeth,Gonzalez,30,61378.66,4
496,Betty,Anderson,18,67842.79,68
497,Charles,Clark,42,68826.55,92
498,John,Anderson,64,147315.5,10
499,Richard,Ramirez,21,59507.11,75
500,Dorothy,Jackson,53,54479.57,50
501,Nancy,Sanchez,69,36819.52,23
502,Dorothy,Sanchez,27,86431.15,61
503,Linda,Harris,45,39977.66,47
504,James,Sanchez,23,100118.31,3
505,John,Sanchez,44,40170.77,17
506,Richard,Ramirez,29,94967.53,22
507,Dorothy,Moore,69,127415.0,91
508,Matthew,Young,65,25528.2,16
509,Steven,Williams,20,74567.11,80
510,Jennifer,Johnson,63,79936.37,3
511,Ashley,Allen,50,122839.38,52
512,Christopher,Jackson,27,80829.03,33
513,Sarah,Taylor,48,93779.65,42
514,Christopher,Allen,32,122856.55,2
515,David,Lopez,24,92768.6,39
516,Emily,Williams,53,66578.92,46
517,Paul,Sanchez,31,31159.5,48
518,Charles,Wright,65,114889.03,27
519,Nancy,Davis,31,133247.96,15
520,Karen,Scott,20,146108.39,7
521,Jessica,Miller,66,140457.98,57
522,Joseph,Scott,63,123664.33,42
523,Donald,Thomas,67,103651.35,9
524,James,White,20,121589.82,6
525,John,Smith,39,76170.88,57
526,Sarah,Harris,36,97320.91,76
527,Daniel,Martinez,52,65330.98,30
528,David,Thomas,29,62472.2,55
529,Susan,Thomas,22,118369.93,84
530,Elizabeth,Davis,27,79011.26,84
531,Ashley,Lewis,58,47580.96,54
532,Sarah,Ramirez,50,46251.96,27
533,Linda,Garcia,30,131692.41,84
534,Susan,Thomas,52,108108.86,59
535,Margaret,Martin,68,90985.99,7
536,Dorothy,Thomas,49,72122.04,40
537,Linda,Miller,28,76006.26,94
538,Dorothy,Wilson,65,27466.58,72
539,Emily,Sanchez,55,79138.32,2
540,Betty,Sanchez,41,123409.14,14
541,Linda,Wilson,52,70438.24,10
542,Dorothy,Miller,36,69865.56,50
543,Dorothy,Allen,23,22043.16,18
544,Emily,Sanchez,57,79518.58,18
545,Anthony,Martin,62,23293.89,16
546,Thomas,Williams,61,94145.43,52
547,William,Brown,59,85881.84,69
548,Steven,Sanchez,52,129201.1,52
549,Nancy,Hernandez,21,95631.48,31
550,Richard,Johnson,50,62045.56,84
551,Dorothy,Wilson,30,87110.03,23
552,Mark,Robinson,53,110961.83,96
553,Richard,Lopez,60,32215.29,42
554,Paul,Sanchez,36,100739.63,81
555,Jennifer,Allen,60,139161.42,62
556,Karen,Gonzalez,29,58886.94,77
557,Robert,Wilson,28,101461.26,50
558,Matthew,White,23,126772.83,77
559,Mary,King,29,86534.83,81
560,Elizabeth,Sanchez,44,113337.34,15
561,Sandra,Lee,58,60431.34,90
562,Robert,Ramirez,42,59787.6,44
563,Steven,Scott,59,106785.92,92
564,James,Johnson,20,111703.15,42
565,Karen,Rodriguez,20,141811.26,45
566,Ashley,Thompson,37,49229.01,94
567,David,Anderson,45,80868.29,35
568,Christopher,Gonzalez,40,52566.75,22
569,Betty,Thompson,65,30411.98,74
570,Matthew,Taylor,20,72419.97,75
571,Lisa,Johnson,59,68630.5,38
572,Anthony,Martin,41,55156.44,97
573,Richard,Martin,60,58609.34,70
574,Steven,Williams,57,66853.53,64
575,Kimberly,Lopez,23,148548.89,7
576,Paul,Johnson,37,121784.51,44
577,James,Scott,28,29282.16,76
578,Christopher,Wilson,49,133413.71,7
579,Jennifer,Thomas,44,102329.43,66
580,Dorothy,Jackson,38,135777.19,60
581,Thomas,King,61,64422.26,1
582,Robert,Garcia,65,80387.45,62
583,Donald,Gonzalez,67,136509.52,87
584,Robert,Scott,30,55434.51,89
585,John,Perez,39,139015.11,18
586,Daniel,Moore,52,127704.96,7
587,Elizabeth,Lopez,64,147472.53,54
588,Elizabeth,Robinson,39,62153.49,67
589,Charles,Miller,45,50647.91,93
590,Thomas,Young,38,63012.7,10
591,Christopher,Jackson,63,144104.47,61
592,Jessica,Garcia,35,63299.53,59
593,William,Martin,48,93477.54,59
594,James,Clark,63,72478.31,69
595,Richard,Miller,54,71508.62,63
596,Patricia,Jones,38,45139.22,98
597,James,Hernandez,31,89820.34,8
598,Ashley,Anderson,42,130422.55,78
599,Kimberly,Williams,44,26433.05,55
600,Dorothy,Jones,57,135599.46,6
601,Donald,Thompson,40,106511.49,1
602,Linda,Rodriguez,48,100175.95,56
603,Betty,Anderson,64,101367.03,97
604,Kimberly,Williams,46,58515.08,75
605,John,Lewis,64,73968.79,88
606,Susan,Garcia,47,123907.7,10
607,James,Taylor,68,59829.53,23
608,Robert,Sanchez,43,81102.63,16
609,Sandra,Lee,37,22552.2,16
610,Sandra,Davis,55,115362.59,56
611,Thomas,Lee,36,74301.28,95
612,Daniel,Hernandez,44,88296.64,6
613,Joseph,Davis,42,34909.61,30
614,Christopher,White,57,148922.85,63
615,Jessica,Wright,55,59320.82,1
616,Mary,Wilson,69,102548.66,51
617,David,Wilson,40,95560.72,89
618,Kimberly,Martinez,46,122061.99,46
619,Kimberly,Lopez,32,58198.8,21
620,Karen,King,20,118270.55,99
621,Sandra,Martinez,27,69725.22,38
622,Joseph,Taylor,32,73450.93,69
623,Anthony,Taylor,33,107452.63,63
624,Kimberly,Williams,34,121957.15,50
625,Steven,Walker,36,106692.66,12
626,Margaret,Smith,28,136984.34,69
627,Joseph,Lopez,65,57070.67,73
628,Sandra,Brown,22,137080.18,44
629,Thomas,Gonzalez,22,37012.26,52
630,Robert,King,31,105738.94,9
631,Mark,Lee,67,91191.98,99
632,Patricia,Perez,43,84302.67,65
633,Elizabeth,Brown,25,60418.56,10
634,Thomas,Moore,22,85485.26,46
635,Elizabeth,Jones,24,41030.54,58
636,Thomas,Jackson,33,68011.72,37
637,Nancy,Johnson,31,32828.52,52
638,Margaret,Lopez,54,94340.06,99
639,Robert,Taylor,58,32449.83,81
640,Kimberly,Martinez,21,40844.8,13
641,Jennifer,King,53,31110.68,6
642,Mary,Garcia,65,69570.38,58
643,Richard,Davis,34,129454.6,48
644,David,Hernandez,64,137896.53,32
645,Daniel,Lopez,53,29345.63,11
646,Sarah,Rodriguez,23,102491.52,81
647,Donald,Johnson,33,108970.11,5
648,David,Davis,46,89390.09,6
649,Sarah,Hernandez,53,106708.03,74
650,Linda,Scott,55,50379.79,97
651,Patricia,Martinez,54,83653.75,94
652,Patricia,Lee,65,70813.86,21
653,Matthew,Martin,65,31662.03,42
654,John,Davis,27,101322.34,81
655,Ashley,Scott,58,84377.98,27
656,John,Lewis,53,55772.62,3
657,Anthony,Lopez,46,81579.08,60
658,Mark,Wilson,31,120788.74,93
659,Ashley,Lee,21,124215.51,66
660,Charles,Perez,61,104438.4,93
661,Christopher,Lee,59,80807.22,49
662,Robert,Robinson,53,94847.45,34
663,Karen,Martin,67,70052.0,37
664,Dorothy,White,62,36452.32,42
665,Lisa,Thompson,30,70130.68,65
666,Christopher,Miller,63,88943.26,60
667,Jennifer,Rodriguez,35,97848.42,90
668,James,Smith,50,141654.13,1
669,Robert,Sanchez,38,121053.35,59
670,Susan,Perez,33,39759.03,4
671,Betty,Martinez,32,42643.69,14
672,Kimberly,Garcia,22,33064.32,18
673,Jessica,Taylor,23,115963.62,34
674,Betty,White,55,111795.9,1
675,Anthony,Martinez,20,148227.18,53
676,William,Davis,65,87863.04,22
677,Betty,Lee,29,127433.94,80
678,Lisa,Garcia,53,94937.18,61
679,Sandra,Lee,50,133631.27,22
680,Thomas,White,53,113732.74,50
681,Betty,Allen,50,103574.92,16
682,Emily,Moore,48,93465.95,28
683,James,Ramirez,38,113986.17,92
684,Linda,Young,44,74555.0,86
685,Paul,Lopez,44,32554.96,70
686,Joseph,Clark,25,25198.2,89
687,Lisa,Martinez,54,82273.09,42
688,Jessica,Young,49,97907.91,66
689,Betty,Sanchez,43,30250.37,71
690,Dorothy,Harris,19,57297.46,81
691,Daniel,Hernandez,29,61864.19,35
692,Jessica,Thompson,39,93163.42,20
693,Margaret,King,34,56202.72,2
694,Mary,Thompson,24,32434.32,7
695,Betty,Lewis,60,41431.38,96
696,Jessica,Walker,21,42613.21,49
697,Michael,Miller,54,129550.34,83
698,John,Allen,55,56961.56,76
699,Daniel,Lee,49,112909.93,9
700,Karen,Johnson,28,93819.04,27
701,Paul,Moore,18,147015.04,78
