customer_id,first_name,last_name,age,annual_income,spending_score,cluster,cluster_name
113,Ashley,Martin,55,136888.89,4,4,Middle-Income Moderate
114,Patricia,Taylor,54,114459.04,39,3,High-Value Spenders
115,Sandra,Johnson,21,86266.52,48,1,High-Income Conservative
116,Daniel,Harris,51,72466.63,74,0,Budget Enthusiasts
117,Joseph,Gonzalez,59,72568.71,79,0,Budget Enthusiasts
118,Mark,Ramirez,39,49419.56,16,2,Cost-Conscious
119,Emily,Garcia,22,22252.38,38,2,Cost-Conscious
120,Richard,Williams,67,94738.38,4,4,Middle-Income Moderate
121,Ashley,Wright,59,47613.92,4,4,Middle-Income Moderate
122,Michael,Moore,40,47082.5,27,2,Cost-Conscious
123,Lisa,Hernandez,32,36299.56,86,0,Budget Enthusiasts
124,Dorothy,Martin,48,44647.41,86,0,Budget Enthusiasts
125,Mary,Jones,26,24132.59,17,2,Cost-Conscious
126,Jennifer,Jackson,60,107650.09,98,3,High-Value Spenders
127,Dorothy,Perez,42,72181.63,96,0,Budget Enthusiasts
128,Dorothy,Jackson,42,92998.2,70,0,Budget Enthusiasts
129,Nancy,Thomas,66,102804.49,54,3,High-Value Spenders
130,Sandra,White,38,146422.99,97,3,High-Value Spenders
131,David,Brown,26,28874.56,8,2,Cost-Conscious
132,Dorothy,Anderson,65,74329.3,53,4,Middle-Income Moderate
133,Matthew,Harris,55,51966.73,5,4,Middle-Income Moderate
134,Steven,Wright,39,81972.55,69,0,Budget Enthusiasts
135,James,Wilson,60,139661.4,47,3,High-Value Spenders
136,Anthony,Jackson,40,114117.95,74,3,High-Value Spenders
137,Richard,Scott,66,106053.45,40,4,Middle-Income Moderate
138,John,Miller,21,77361.96,7,2,Cost-Conscious
139,Jennifer,Robinson,46,107244.62,12,4,Middle-Income Moderate
140,Linda,Jackson,32,24208.8,94,0,Budget Enthusiasts
141,Anthony,Harris,18,96211.03,25,1,High-Income Conservative
142,William,Thomas,47,91990.95,28,4,Middle-Income Moderate
143,Steven,Davis,46,65063.26,43,4,Middle-Income Moderate
144,Margaret,Moore,37,46196.84,77,0,Budget Enthusiasts
145,Joseph,Ramirez,50,124982.22,47,3,High-Value Spenders
146,Ashley,Thomas,58,27002.07,49,4,Middle-Income Moderate
147,Ashley,Jackson,61,29057.47,86,0,Budget Enthusiasts
148,Margaret,Taylor,53,77267.83,54,4,Middle-Income Moderate
149,Susan,Gonzalez,39,52832.09,18,2,Cost-Conscious
150,Mary,Miller,30,116908.81,27,1,High-Income Conservative
151,John,Clark,24,102444.71,72,1,High-Income Conservative
152,Thomas,Martinez,25,120429.52,6,1,High-Income Conservative
153,Mary,King,45,62208.26,75,0,Budget Enthusiasts
154,Mary,Scott,62,116267.46,93,3,High-Value Spenders
155,Dorothy,Harris,60,132099.42,69,3,High-Value Spenders
156,Daniel,Garcia,26,64885.68,71,0,Budget Enthusiasts
157,Ashley,White,42,64186.46,22,2,Cost-Conscious
158,Steven,Moore,33,136993.68,59,1,High-Income Conservative
159,James,Thompson,27,26472.73,47,2,Cost-Conscious
160,Charles,Garcia,28,65524.62,68,0,Budget Enthusiasts
161,Mary,Lewis,48,35427.42,32,2,Cost-Conscious
162,Betty,Harris,29,23767.48,83,0,Budget Enthusiasts
163,Ashley,Taylor,48,34673.02,97,0,Budget Enthusiasts
164,Jennifer,White,31,76061.95,1,2,Cost-Conscious
165,Ashley,Hernandez,68,109304.29,54,3,High-Value Spenders
166,Patricia,Sanchez,61,57606.72,46,4,Middle-Income Moderate
167,David,King,49,130457.79,41,3,High-Value Spenders
168,Thomas,Ramirez,67,76890.03,41,4,Middle-Income Moderate
169,Margaret,Williams,34,145869.65,8,1,High-Income Conservative
170,Robert,Hernandez,52,144040.24,32,3,High-Value Spenders
171,Kimberly,Wilson,18,120525.91,30,1,High-Income Conservative
172,Jennifer,Sanchez,46,141212.71,46,1,High-Income Conservative
173,Lisa,Lee,68,111922.49,92,3,High-Value Spenders
174,David,Robinson,21,136425.81,52,1,High-Income Conservative
175,Sarah,Davis,40,50741.58,96,0,Budget Enthusiasts
176,Steven,Martin,45,64904.63,89,0,Budget Enthusiasts
177,William,Young,33,117880.91,98,3,High-Value Spenders
178,Jennifer,Perez,29,75192.96,61,0,Budget Enthusiasts
179,Sarah,Miller,38,128852.57,97,3,High-Value Spenders
180,Mark,Rodriguez,62,134093.05,13,4,Middle-Income Moderate
181,John,Smith,34,58964.83,89,0,Budget Enthusiasts
182,Nancy,Lewis,57,127048.61,40,3,High-Value Spenders
183,Emily,Davis,30,40054.36,61,0,Budget Enthusiasts
184,Charles,Brown,69,63445.57,44,4,Middle-Income Moderate
185,Betty,Wright,49,87335.44,62,3,High-Value Spenders
186,John,Williams,54,49437.69,44,4,Middle-Income Moderate
187,Charles,Miller,67,95304.82,48,4,Middle-Income Moderate
188,Nancy,Clark,32,95230.36,74,0,Budget Enthusiasts
189,Ashley,Smith,29,46897.38,59,0,Budget Enthusiasts
190,Michael,Clark,66,123433.37,57,3,High-Value Spenders
191,Steven,Thomas,32,102113.78,95,0,Budget Enthusiasts
192,Karen,Miller,51,61308.87,11,4,Middle-Income Moderate
193,James,Thompson,23,50184.02,25,2,Cost-Conscious
194,David,Hernandez,34,134237.52,61,1,High-Income Conservative
195,Dorothy,Allen,65,128646.49,46,3,High-Value Spenders
196,Matthew,Scott,66,49868.89,54,4,Middle-Income Moderate
197,Daniel,Taylor,37,24628.68,34,2,Cost-Conscious
198,Donald,Wright,26,124589.24,84,1,High-Income Conservative
199,Sandra,Jones,22,100016.11,7,1,High-Income Conservative
200,Paul,Young,40,33114.66,97,0,Budget Enthusiasts
201,Michael,Williams,50,96356.57,62,3,High-Value Spenders
202,Sarah,Wright,55,78783.75,57,4,Middle-Income Moderate
203,Betty,Wilson,31,120691.54,99,3,High-Value Spenders
204,Mary,Walker,34,47181.03,93,0,Budget Enthusiasts
205,James,Walker,36,78910.38,76,0,Budget Enthusiasts
206,Susan,Taylor,50,40311.73,5,4,Middle-Income Moderate
207,Robert,White,18,144478.54,76,1,High-Income Conservative
208,Ashley,Thompson,30,121235.96,93,1,High-Income Conservative
209,William,Moore,63,115773.92,35,4,Middle-Income Moderate
210,Paul,Wilson,44,109726.87,84,3,High-Value Spenders
211,Charles,Anderson,23,75033.74,37,2,Cost-Conscious
212,Sarah,Anderson,23,140026.71,60,1,High-Income Conservative
213,John,Garcia,50,29479.21,65,0,Budget Enthusiasts
214,Nancy,Clark,47,124423.68,16,1,High-Income Conservative
215,Margaret,Anderson,63,47980.26,30,4,Middle-Income Moderate
216,Steven,Scott,52,62123.63,73,0,Budget Enthusiasts
217,Margaret,Davis,40,87525.86,42,1,High-Income Conservative
218,David,Anderson,27,121745.15,61,1,High-Income Conservative
219,Linda,Williams,68,129009.54,74,3,High-Value Spenders
220,Emily,Gonzalez,36,95885.19,77,0,Budget Enthusiasts
221,Nancy,King,68,72394.61,48,4,Middle-Income Moderate
222,Paul,White,45,143045.31,62,3,High-Value Spenders
223,Matthew,Young,40,52047.77,84,0,Budget Enthusiasts
224,Paul,Young,21,124402.29,93,1,High-Income Conservative
225,Matthew,Robinson,37,99566.45,64,1,High-Income Conservative
226,Mark,Gonzalez,36,68996.35,57,0,Budget Enthusiasts
227,Karen,Smith,59,20177.84,68,0,Budget Enthusiasts
228,Karen,King,44,78057.91,46,4,Middle-Income Moderate
229,Mary,Anderson,51,55973.6,28,4,Middle-Income Moderate
230,Paul,Wilson,21,33565.06,77,0,Budget Enthusiasts
231,Sarah,Lewis,55,29770.61,3,4,Middle-Income Moderate
232,Emily,King,24,65182.58,37,2,Cost-Conscious
233,Steven,Moore,65,99918.46,48,4,Middle-Income Moderate
234,Patricia,Miller,24,128877.51,19,1,High-Income Conservative
235,Steven,Lewis,67,43863.22,92,0,Budget Enthusiasts
236,Jessica,Walker,69,75203.72,83,3,High-Value Spenders
237,Christopher,Harris,43,70954.3,17,2,Cost-Conscious
238,Nancy,Wilson,43,86741.22,82,0,Budget Enthusiasts
239,Linda,Davis,36,125246.35,82,3,High-Value Spenders
240,Michael,Clark,26,91973.88,87,0,Budget Enthusiasts
241,John,Johnson,37,130065.14,40,1,High-Income Conservative
242,Thomas,Taylor,59,87411.73,50,4,Middle-Income Moderate
243,Steven,Wilson,62,98500.16,73,3,High-Value Spenders
244,Susan,Harris,67,76859.82,29,4,Middle-Income Moderate
245,Lisa,Robinson,33,127002.43,51,1,High-Income Conservative
246,Lisa,Lewis,34,140097.54,42,1,High-Income Conservative
247,Sandra,Martin,39,103088.82,29,1,High-Income Conservative
248,Linda,Lee,30,126701.72,66,1,High-Income Conservative
249,Anthony,Perez,29,27670.43,17,2,Cost-Conscious
250,Anthony,Wright,27,137794.53,31,1,High-Income Conservative
251,Kimberly,Thomas,18,44560.26,92,0,Budget Enthusiasts
252,Christopher,Taylor,49,53347.66,52,0,Budget Enthusiasts
253,Sandra,Thomas,47,26932.91,39,2,Cost-Conscious
254,Steven,Johnson,25,145502.02,60,1,High-Income Conservative
255,Dorothy,Brown,38,130761.41,94,3,High-Value Spenders
256,Steven,Lee,39,138714.0,99,3,High-Value Spenders
257,Robert,King,35,130138.1,51,1,High-Income Conservative
258,Charles,Robinson,19,82338.97,84,0,Budget Enthusiasts
259,Patricia,Garcia,65,140130.65,16,4,Middle-Income Moderate
260,Paul,Taylor,61,146031.47,98,3,High-Value Spenders
261,Thomas,Harris,26,85333.71,14,2,Cost-Conscious
262,Dorothy,Jones,20,42831.22,90,0,Budget Enthusiasts
263,Sandra,Jones,43,105620.93,84,3,High-Value Spenders
264,Mark,Martin,38,146806.98,42,1,High-Income Conservative
265,Jennifer,Thomas,47,133379.09,51,3,High-Value Spenders
266,Paul,Rodriguez,45,132035.97,24,1,High-Income Conservative
267,Margaret,Jones,53,141396.34,82,3,High-Value Spenders
268,Mark,Johnson,43,136213.79,43,1,High-Income Conservative
269,Donald,Rodriguez,51,120916.62,73,3,High-Value Spenders
270,Paul,Scott,25,113375.47,19,1,High-Income Conservative
271,Steven,Perez,27,54419.73,84,0,Budget Enthusiasts
272,Christopher,Perez,65,100774.2,61,3,High-Value Spenders
273,Ashley,Perez,60,87793.52,94,3,High-Value Spenders
274,Daniel,King,67,132052.73,63,3,High-Value Spenders
275,Steven,Lewis,31,83922.63,26,2,Cost-Conscious
276,John,Allen,57,36606.56,95,0,Budget Enthusiasts
277,Karen,Moore,32,20646.42,35,2,Cost-Conscious
278,Matthew,Miller,34,108123.51,67,1,High-Income Conservative
279,Donald,Smith,35,91488.09,56,1,High-Income Conservative
280,John,Allen,49,63025.18,40,4,Middle-Income Moderate
281,Margaret,Smith,55,41966.38,29,4,Middle-Income Moderate
282,Ashley,White,40,80672.99,6,2,Cost-Conscious
283,Lisa,Brown,63,33037.24,52,4,Middle-Income Moderate
284,Daniel,Brown,40,63694.1,1,2,Cost-Conscious
285,Mary,Moore,52,69297.55,52,4,Middle-Income Moderate
286,Anthony,Clark,56,80530.43,24,4,Middle-Income Moderate
287,Mary,Young,32,80660.7,34,2,Cost-Conscious
288,Betty,Allen,41,53410.73,7,2,Cost-Conscious
289,Thomas,Ramirez,45,130527.43,75,3,High-Value Spenders
290,Steven,Scott,33,66220.66,11,2,Cost-Conscious
291,William,Garcia,33,49846.35,36,2,Cost-Conscious
292,Mark,Thomas,57,42855.28,20,4,Middle-Income Moderate
293,Betty,King,56,61935.19,63,0,Budget Enthusiasts
294,Paul,Thompson,23,28781.87,80,0,Budget Enthusiasts
295,Matthew,White,19,24277.98,63,2,Cost-Conscious
296,Margaret,Gonzalez,30,98668.49,69,1,High-Income Conservative
297,Richard,Moore,61,100489.13,88,3,High-Value Spenders
298,Michael,Gonzalez,64,88846.47,30,4,Middle-Income Moderate
299,Emily,Taylor,26,119097.08,30,1,High-Income Conservative
300,Nancy,Anderson,51,25089.57,97,0,Budget Enthusiasts
301,James,Moore,34,141676.5,84,1,High-Income Conservative
302,Linda,Thompson,44,32358.47,22,2,Cost-Conscious
303,Sarah,Robinson,46,107622.99,61,3,High-Value Spenders
304,Jessica,King,54,37341.56,21,4,Middle-Income Moderate
305,Susan,Brown,60,134387.71,37,3,High-Value Spenders
306,Daniel,Williams,39,86392.73,27,2,Cost-Conscious
307,Joseph,Miller,68,30698.16,35,4,Middle-Income Moderate
308,Dorothy,Moore,41,100174.13,38,1,High-Income Conservative
309,Kimberly,Miller,24,21184.29,60,2,Cost-Conscious
310,Mary,Garcia,51,120882.88,70,3,High-Value Spenders
311,Ashley,Perez,65,104576.05,32,4,Middle-Income Moderate
312,Daniel,Smith,29,47641.22,80,0,Budget Enthusiasts
313,Lisa,Brown,40,68717.62,92,0,Budget Enthusiasts
314,Matthew,Lewis,32,21014.87,80,0,Budget Enthusiasts
315,Lisa,Lee,50,110178.9,27,4,Middle-Income Moderate
316,Lisa,Sanchez,30,61946.86,3,2,Cost-Conscious
317,Jennifer,Wilson,40,94306.56,49,1,High-Income Conservative
318,Joseph,Rodriguez,55,144374.59,85,3,High-Value Spenders
319,Steven,Lopez,49,58930.67,30,4,Middle-Income Moderate
320,Linda,Garcia,62,148730.92,22,3,High-Value Spenders
321,Robert,Martin,67,102254.69,19,4,Middle-Income Moderate
322,Patricia,White,52,51471.53,31,4,Middle-Income Moderate
323,Jennifer,Clark,18,76781.12,20,2,Cost-Conscious
324,Ashley,Davis,64,116258.91,19,4,Middle-Income Moderate
325,Sandra,Smith,62,78042.13,2,4,Middle-Income Moderate
326,Paul,White,22,28905.98,40,2,Cost-Conscious
327,Sarah,Miller,30,41918.48,39,2,Cost-Conscious
328,Richard,Jackson,22,122868.71,91,1,High-Income Conservative
329,Sandra,Perez,49,104288.5,72,3,High-Value Spenders
330,Charles,Wright,68,94077.31,54,3,High-Value Spenders
331,Thomas,Robinson,38,41790.86,27,2,Cost-Conscious
332,Charles,Lewis,41,128908.47,79,3,High-Value Spenders
333,Dorothy,Perez,35,144896.21,12,1,High-Income Conservative
334,Betty,Hernandez,38,25315.32,78,0,Budget Enthusiasts
335,Betty,Martin,27,30144.14,71,0,Budget Enthusiasts
336,Daniel,Lewis,41,135014.19,17,1,High-Income Conservative
337,William,King,57,126021.79,90,3,High-Value Spenders
338,Susan,Smith,64,100331.48,84,3,High-Value Spenders
339,James,Walker,38,142845.48,10,1,High-Income Conservative
340,James,Robinson,42,104035.98,19,1,High-Income Conservative
341,Kimberly,Moore,69,48078.09,82,0,Budget Enthusiasts
342,Ashley,Taylor,40,114723.5,30,1,High-Income Conservative
343,Matthew,Wilson,39,103942.34,30,1,High-Income Conservative
344,James,Thompson,21,148146.81,25,1,High-Income Conservative
345,Sarah,Harris,51,47806.45,88,0,Budget Enthusiasts
346,Robert,Anderson,23,97725.04,74,1,High-Income Conservative
347,Lisa,Perez,45,121421.78,66,3,High-Value Spenders
348,Mark,Williams,48,64067.8,96,0,Budget Enthusiasts
349,John,Jackson,52,69358.35,35,4,Middle-Income Moderate
350,Susan,King,56,135427.24,51,3,High-Value Spenders
351,Betty,Wright,59,72545.33,71,3,High-Value Spenders
352,Sarah,Smith,40,101215.27,71,3,High-Value Spenders
353,Lisa,Lee,23,135600.96,27,1,High-Income Conservative
354,Mark,Lewis,33,47277.46,10,2,Cost-Conscious
355,Jessica,Garcia,19,147644.05,97,1,High-Income Conservative
356,Dorothy,Smith,41,111253.96,43,1,High-Income Conservative
357,Robert,Smith,34,84495.82,55,1,High-Income Conservative
358,Sandra,Clark,62,76019.67,71,3,High-Value Spenders
359,Robert,Lee,18,144067.4,6,1,High-Income Conservative
360,Susan,Thomas,23,46744.23,6,2,Cost-Conscious
361,Sarah,Sanchez,22,60518.82,77,0,Budget Enthusiasts
362,Betty,Thomas,62,60013.06,48,4,Middle-Income Moderate
363,Betty,Ramirez,67,57570.82,77,0,Budget Enthusiasts
364,Christopher,Smith,46,80909.95,2,4,Middle-Income Moderate
365,Emily,Scott,29,148593.3,83,1,High-Income Conservative
366,Steven,Martinez,56,135542.28,51,3,High-Value Spenders
367,Sandra,Taylor,64,62633.44,61,4,Middle-Income Moderate
368,Daniel,Thompson,20,74973.12,19,2,Cost-Conscious
369,Elizabeth,Miller,65,107032.5,2,4,Middle-Income Moderate
370,Robert,Miller,18,22229.72,51,2,Cost-Conscious
371,Emily,Anderson,44,126619.98,26,1,High-Income Conservative
372,Kimberly,King,65,134373.75,70,3,High-Value Spenders
373,Donald,Brown,41,131436.04,20,1,High-Income Conservative
374,Elizabeth,Wilson,61,68757.07,23,4,Middle-Income Moderate
375,Charles,Wilson,36,80059.94,54,0,Budget Enthusiasts
376,Ashley,Thomas,25,21610.48,15,2,Cost-Conscious
377,James,Miller,61,71921.4,6,4,Middle-Income Moderate
378,Robert,Young,64,79855.49,92,3,High-Value Spenders
379,Patricia,Jackson,19,137906.66,35,1,High-Income Conservative
380,Sarah,Johnson,47,136218.4,75,3,High-Value Spenders
381,Margaret,Martinez,47,145592.62,8,1,High-Income Conservative
382,Sarah,Taylor,66,135063.65,57,3,High-Value Spenders
383,Mary,Lopez,56,21066.09,50,4,Middle-Income Moderate
384,Dorothy,Garcia,62,103389.91,49,3,High-Value Spenders
385,Ashley,Perez,49,28870.9,88,0,Budget Enthusiasts
386,Anthony,Young,18,55437.26,21,2,Cost-Conscious
387,Nancy,Martin,55,95179.99,36,4,Middle-Income Moderate
388,Margaret,Smith,30,111079.8,71,1,High-Income Conservative
389,Susan,Garcia,28,105102.16,69,1,High-Income Conservative
390,Paul,Jackson,27,26377.59,58,2,Cost-Conscious
391,Steven,Moore,65,33468.5,63,4,Middle-Income Moderate
392,Steven,Garcia,43,36716.29,93,0,Budget Enthusiasts
393,Susan,Allen,37,31883.87,16,2,Cost-Conscious
394,John,Thompson,34,43170.48,6,2,Cost-Conscious
395,James,Thompson,34,109503.41,78,1,High-Income Conservative
396,Steven,Sanchez,21,128008.84,52,1,High-Income Conservative
397,Elizabeth,Gonzalez,22,73145.81,2,2,Cost-Conscious
398,Mark,Miller,40,110061.6,89,3,High-Value Spenders
399,Richard,Anderson,63,46002.11,95,0,Budget Enthusiasts
400,Susan,Clark,69,146526.42,77,3,High-Value Spenders
401,Donald,Sanchez,27,65499.68,18,2,Cost-Conscious
402,Mary,Allen,63,129962.7,81,3,High-Value Spenders
403,Paul,Anderson,45,142897.63,92,3,High-Value Spenders
404,Daniel,Scott,50,132412.82,76,3,High-Value Spenders
405,Thomas,Clark,60,28718.79,35,4,Middle-Income Moderate
406,Betty,Jones,43,104539.93,86,3,High-Value Spenders
407,Linda,Johnson,67,35611.79,39,4,Middle-Income Moderate
408,Mark,Allen,65,20736.19,1,4,Middle-Income Moderate
409,Betty,Thomas,46,26731.85,37,2,Cost-Conscious
410,Elizabeth,Thompson,44,139099.4,21,1,High-Income Conservative
411,Betty,Thomas,35,138100.26,1,1,High-Income Conservative
412,Kimberly,Wilson,57,49357.17,4,4,Middle-Income Moderate
413,Michael,Lewis,27,91117.96,96,0,Budget Enthusiasts
414,Patricia,Sanchez,59,144153.67,58,3,High-Value Spenders
415,David,Wright,22,84571.8,1,2,Cost-Conscious
416,Mark,Anderson,27,71165.12,13,2,Cost-Conscious
417,Emily,Williams,67,82822.33,46,4,Middle-Income Moderate
418,Matthew,Thompson,38,122728.05,47,1,High-Income Conservative
419,Christopher,Lewis,41,82046.09,81,0,Budget Enthusiasts
420,Emily,King,55,121826.1,76,3,High-Value Spenders
421,Elizabeth,Allen,20,76120.67,7,2,Cost-Conscious
422,William,Thompson,57,52760.74,51,4,Middle-Income Moderate
423,Margaret,Miller,48,62441.45,3,4,Middle-Income Moderate
424,Paul,Williams,58,30117.05,50,4,Middle-Income Moderate
425,Paul,Young,54,84659.55,26,4,Middle-Income Moderate
426,Emily,Walker,19,39254.42,31,2,Cost-Conscious
427,Karen,Moore,19,125501.11,62,1,High-Income Conservative
428,Ashley,Miller,56,74676.77,26,4,Middle-Income Moderate
429,Margaret,Smith,66,119450.3,67,3,High-Value Spenders
430,Daniel,Wilson,59,144079.86,55,3,High-Value Spenders
431,Ashley,Young,61,130432.13,28,4,Middle-Income Moderate
432,Susan,Garcia,51,143690.28,44,3,High-Value Spenders
433,Richard,Martinez,59,93831.75,81,3,High-Value Spenders
434,Daniel,Miller,37,41492.18,38,2,Cost-Conscious
435,Matthew,Sanchez,50,141601.47,30,1,High-Income Conservative
436,Paul,King,21,132905.57,66,1,High-Income Conservative
437,Sandra,Robinson,62,132373.69,8,4,Middle-Income Moderate
438,Thomas,Scott,61,110125.68,14,4,Middle-Income Moderate
439,Nancy,Lee,28,101239.11,99,0,Budget Enthusiasts
